ustomer_id	first_name	last_name	email	address	address2	district	city	country	postal_code	phone	active	create_date
162	LAUREN	HUDSON	LAUREN.HUDSON@sakilacustomer.org	1740 Le Mans Loop		Pays de la Loire	Le Mans	France	22853	168476538960	1	2004-12-10 00:00:00
104	RITA	GRAHAM	RITA.GRAHAM@sakilacustomer.org	1386 Yangor Avenue		Provence-Alpes-Cte	Toulon	France	80720	449216226468	1	2004-07-24 00:00:00
35	VIRGINIA	GREEN	VIRGINIA.GREEN@sakilacustomer.org	391 Callao Drive		Midi-Pyrnes	Toulouse	France	34021	440512153169	1	2004-07-27 00:00:00
65	ROSE	HOWARD	ROSE.HOWARD@sakilacustomer.org	698 Otsu Street		Cayenne	Cayenne	French Guiana	71110	409983924481	1	2004-04-22 00:00:00
43	CHRISTINE	ROBERTS	CHRISTINE.ROBERTS@sakilacustomer.org	1447 Imus Way		Tahiti	Faaa	French Polynesia	48942	539758313890	1	2004-03-10 00:00:00
56	GLORIA	COOK	GLORIA.COOK@sakilacustomer.org	1668 Saint Louis Place		Tahiti	Papeete	French Polynesia	39072	347487831378	1	2004-09-25 00:00:00
584	SALVADOR	TEEL	SALVADOR.TEEL@sakilacustomer.org	247 Jining Parkway		Banjul	Banjul	Gambia	53446	170115379190	1	2004-04-07 00:00:00
114	GRACE	ELLIS	GRACE.ELLIS@sakilacustomer.org	442 Rae Bareli Place		Nordrhein-Westfalen	Duisburg	Germany	24321	886636413768	1	2004-07-18 00:00:00
448	MIGUEL	BETANCOURT	MIGUEL.BETANCOURT@sakilacustomer.org	319 Springs Loop		Baijeri	Erlangen	Germany	99552	72524459905	1	2004-01-14 00:00:00
251	VICKIE	BREWER	VICKIE.BREWER@sakilacustomer.org	1966 Tonghae Street		Anhalt Sachsen	Halle/Saale	Germany	36481	567359279425	1	2004-04-24 00:00:00
196	ALMA	AUSTIN	ALMA.AUSTIN@sakilacustomer.org	1074 Binzhou Manor		Baden-Wrttemberg	Mannheim	Germany	36490	331132568928	1	2004-03-18 00:00:00
227	COLLEEN	BURTON	COLLEEN.BURTON@sakilacustomer.org	430 Alessandria Loop		Saarland	Saarbrcken	Germany	47446	669828224459	1	2004-05-20 00:00:00
195	VANESSA	SIMS	VANESSA.SIMS@sakilacustomer.org	1792 Valle de la Pascua Place		Nordrhein-Westfalen	Siegen	Germany	15540	419419591240	1	2004-04-25 00:00:00
201	VICKI	FIELDS	VICKI.FIELDS@sakilacustomer.org	68 Molodetno Manor		Nordrhein-Westfalen	Witten	Germany	4662	146640639760	1	2004-02-06 00:00:00
596	ENRIQUE	FORSYTHE	ENRIQUE.FORSYTHE@sakilacustomer.org	1101 Bucuresti Boulevard		West Greece	Patras	Greece	97661	199514580428	1	2004-01-26 00:00:00
207	GERTRUDE	CASTILLO	GERTRUDE.CASTILLO@sakilacustomer.org	850 Salala Loop		Kitaa	Nuuk	Greenland	10800	403404780639	1	2004-07-16 00:00:00
26	JESSICA	HALL	JESSICA.HALL@sakilacustomer.org	18 Duisburg Boulevard			Citt del Vaticano	Holy See (Vatican City State)	58327	998009777982	1	2004-05-31 00:00:00
289	VIOLET	RODRIQUEZ	VIOLET.RODRIQUEZ@sakilacustomer.org	1912 Allende Manor		Kowloon and New Kowl	Kowloon and New Kowloon	Hong Kong	58124	172262454487	1	2004-11-11 00:00:00
592	TERRANCE	ROUSH	TERRANCE.ROUSH@sakilacustomer.org	42 Fontana Avenue		Fejr	Szkesfehrvr	Hungary	14684	437829801725	0	2004-02-27 00:00:00
367	ADAM	GOOCH	ADAM.GOOCH@sakilacustomer.org	230 Urawa Drive		Andhra Pradesh	Adoni	India	2738	166898395731	1	2004-03-07 00:00:00
297	SHERRI	RHODES	SHERRI.RHODES@sakilacustomer.org	922 Vila Velha Loop		Maharashtra	Ahmadnagar	India	4085	510737228015	1	2004-09-24 00:00:00
175	ANNETTE	OLSON	ANNETTE.OLSON@sakilacustomer.org	431 Xiangtan Avenue		Kerala	Allappuzha (Alleppey)	India	4854	230250973122	1	2004-11-15 00:00:00
225	ARLENE	HARVEY	ARLENE.HARVEY@sakilacustomer.org	1014 Loja Manor		Tamil Nadu	Ambattur	India	66851	460795526514	1	2004-12-04 00:00:00
534	CHRISTIAN	JUNG	CHRISTIAN.JUNG@sakilacustomer.org	949 Allende Lane		Uttar Pradesh	Amroha	India	67521	122981120653	0	2004-08-29 00:00:00
208	LUCY	WHEELER	LUCY.WHEELER@sakilacustomer.org	624 Oshawa Boulevard		West Bengali	Balurghat	India	89959	49677664184	1	2004-10-08 00:00:00
413	MARVIN	YEE	MARVIN.YEE@sakilacustomer.org	126 Acua Parkway		West Bengali	Berhampore (Baharampur)	India	58888	480039662421	1	2004-09-29 00:00:00
379	CARLOS	COUGHLIN	CARLOS.COUGHLIN@sakilacustomer.org	97 Mogiljov Lane		Gujarat	Bhavnagar	India	89294	924815207181	1	2004-03-27 00:00:00
209	TONYA	CHAPMAN	TONYA.CHAPMAN@sakilacustomer.org	43 Dadu Avenue		Rajasthan	Bhilwara	India	4855	95666951770	1	2004-03-24 00:00:00
529	ERIK	GUILLEN	ERIK.GUILLEN@sakilacustomer.org	635 Brest Manor		Andhra Pradesh	Bhimavaram	India	40899	80593242951	1	2004-12-12 00:00:00
15	HELEN	HARRIS	HELEN.HARRIS@sakilacustomer.org	419 Iligan Lane		Madhya Pradesh	Bhopal	India	72878	990911107354	1	2004-11-29 00:00:00
202	CARLA	GUTIERREZ	CARLA.GUTIERREZ@sakilacustomer.org	642 Nador Drive		Maharashtra	Bhusawal	India	3924	369050085652	1	2004-02-24 00:00:00
468	TIM	CARY	TIM.CARY@sakilacustomer.org	1257 Guadalajara Street		Karnataka	Bijapur	India	33599	195337700615	1	2004-04-08 00:00:00
167	SALLY	PIERCE	SALLY.PIERCE@sakilacustomer.org	1540 Wroclaw Drive		Maharashtra	Chandrapur	India	62686	182363341674	1	2004-10-24 00:00:00
509	RAUL	FORTIER	RAUL.FORTIER@sakilacustomer.org	1747 Rustenburg Place		Bihar	Chapra	India	51369	442673923363	1	2004-10-20 00:00:00
440	BERNARD	COLBY	BERNARD.COLBY@sakilacustomer.org	495 Bhimavaram Lane		Maharashtra	Dhule (Dhulia)	India	3	82088937724	1	2004-06-05 00:00:00
121	JOSEPHINE	GOMEZ	JOSEPHINE.GOMEZ@sakilacustomer.org	211 Chiayi Drive		Uttar Pradesh	Etawah	India	58186	665993880048	1	2004-10-09 00:00:00
192	LAURIE	LAWRENCE	LAURIE.LAWRENCE@sakilacustomer.org	9 San Miguel de Tucumn Manor		Uttar Pradesh	Firozabad	India	90845	956188728558	1	2004-03-14 00:00:00
117	EDITH	MCDONALD	EDITH.MCDONALD@sakilacustomer.org	1967 Sincelejo Place		Gujarat	Gandhinagar	India	73644	577812616052	1	2004-11-30 00:00:00
370	WAYNE	TRUONG	WAYNE.TRUONG@sakilacustomer.org	1049 Matamoros Parkway		Karnataka	Gulbarga	India	69640	960505250340	1	2004-03-23 00:00:00
186	HOLLY	FOX	HOLLY.FOX@sakilacustomer.org	435 0 Way		West Bengali	Haldia	India	74750	760171523969	1	2004-06-22 00:00:00
259	LENA	JENSEN	LENA.JENSEN@sakilacustomer.org	1027 Banjul Place		West Bengali	Halisahar	India	50390	538241037443	1	2004-06-09 00:00:00
412	ALLEN	BUTTERFIELD	ALLEN.BUTTERFIELD@sakilacustomer.org	791 Salinas Street		Punjab	Hoshiarpur	India	40509	129953030512	1	2004-08-07 00:00:00
136	ANITA	MORALES	ANITA.MORALES@sakilacustomer.org	788 Atinsk Street		Karnataka	Hubli-Dharwad	India	81691	146497509724	1	2004-08-31 00:00:00
60	MILDRED	BAILEY	MILDRED.BAILEY@sakilacustomer.org	81 Hodeida Way		Rajasthan	Jaipur	India	55561	250767749542	1	2004-03-04 00:00:00
32	AMY	LOPEZ	AMY.LOPEZ@sakilacustomer.org	176 Mandaluyong Place		Uttar Pradesh	Jhansi	India	65213	627705991774	1	2004-04-25 00:00:00
224	PEARL	GARZA	PEARL.GARZA@sakilacustomer.org	60 Poos de Caldas Street		Rajasthan	Jodhpur	India	82338	963063788669	1	2004-01-26 00:00:00
31	BRENDA	WRIGHT	BRENDA.WRIGHT@sakilacustomer.org	33 Gorontalo Way		West Bengali	Kamarhati	India	30348	745994947458	1	2004-10-17 00:00:00
492	LESTER	KRAUS	LESTER.KRAUS@sakilacustomer.org	1013 Tabuk Boulevard		West Bengali	Kanchrapara	India	96203	158399646978	1	2004-03-04 00:00:00
274	NAOMI	JENNINGS	NAOMI.JENNINGS@sakilacustomer.org	1884 Shikarpur Avenue		Haryana	Karnal	India	85548	959949395183	1	2004-05-06 00:00:00
419	CHAD	CARBONE	CHAD.CARBONE@sakilacustomer.org	1948 Bayugan Parkway		Bihar	Katihar	India	60622	987306329957	1	2004-12-08 00:00:00
271	PENNY	NEAL	PENNY.NEAL@sakilacustomer.org	1675 Xiangfan Manor		Tamil Nadu	Kumbakonam	India	11763	271149517630	0	2004-07-30 00:00:00
316	STEVEN	CURLEY	STEVEN.CURLEY@sakilacustomer.org	651 Pathankot Loop		Maharashtra	Miraj	India	59811	139378397418	1	2004-10-29 00:00:00
28	CYNTHIA	YOUNG	CYNTHIA.YOUNG@sakilacustomer.org	1425 Shikarpur Manor		Bihar	Munger (Monghyr)	India	65599	678220867005	1	2004-04-24 00:00:00
59	CHERYL	MURPHY	CHERYL.MURPHY@sakilacustomer.org	1213 Ranchi Parkway		Karnataka	Mysore	India	94352	800024380485	1	2004-04-27 00:00:00
152	ALICIA	MILLS	ALICIA.MILLS@sakilacustomer.org	1963 Moscow Place		Assam	Nagaon	India	64863	761379480249	1	2004-11-06 00:00:00
268	NINA	SOTO	NINA.SOTO@sakilacustomer.org	1519 Ilorin Place		Kerala	Palghat (Palakkad)	India	49298	357445645426	1	2004-12-29 00:00:00
300	JOHN	FARNSWORTH	JOHN.FARNSWORTH@sakilacustomer.org	41 El Alto Parkway		Maharashtra	Parbhani	India	56883	51917807050	1	2004-03-10 00:00:00
95	PAULA	BRYANT	PAULA.BRYANT@sakilacustomer.org	1697 Tanauan Lane		Punjab	Pathankot	India	22870	4764773857	1	2004-09-22 00:00:00
296	RAMONA	HALE	RAMONA.HALE@sakilacustomer.org	951 Stara Zagora Manor		Punjab	Patiala	India	98573	429925609431	1	2004-11-19 00:00:00
421	LEE	HAWKS	LEE.HAWKS@sakilacustomer.org	1661 Abha Drive		Tamil Nadu	Pudukkottai	India	14400	270456873752	1	2004-06-14 00:00:00
135	JUANITA	MASON	JUANITA.MASON@sakilacustomer.org	943 Johannesburg Avenue		Maharashtra	Pune	India	5892	90921003005	1	2004-02-05 00:00:00
426	BRADLEY	MOTLEY	BRADLEY.MOTLEY@sakilacustomer.org	1596 Acua Parkway		Jharkhand	Purnea (Purnia)	India	70425	157133457169	1	2004-12-15 00:00:00
78	LORI	WOOD	LORI.WOOD@sakilacustomer.org	936 Salzburg Lane		Uttar Pradesh	Rae Bareli	India	96709	875756771675	1	2004-12-19 00:00:00
554	DWAYNE	OLVERA	DWAYNE.OLVERA@sakilacustomer.org	1447 Imus Place		Gujarat	Rajkot	India	12905	62127829280	1	2004-10-31 00:00:00
336	JOSHUA	MARK	JOSHUA.MARK@sakilacustomer.org	1920 Weifang Avenue		Uttar Pradesh	Rampur	India	15643	869507847714	1	2004-10-24 00:00:00
358	SAMUEL	MARLOW	SAMUEL.MARLOW@sakilacustomer.org	604 Bern Place		Jharkhand	Ranchi	India	5373	620719383725	1	2004-11-07 00:00:00
217	AGNES	BISHOP	AGNES.BISHOP@sakilacustomer.org	866 Shivapuri Manor		Uttar Pradesh	Sambhal	India	22474	778502731092	1	2004-01-12 00:00:00
356	GERALD	FULTZ	GERALD.FULTZ@sakilacustomer.org	45 Aparecida de Goinia Place		Madhya Pradesh	Satna	India	7431	650496654258	1	2004-09-27 00:00:00
238	NELLIE	GARRETT	NELLIE.GARRETT@sakilacustomer.org	1964 Gijn Manor		Karnataka	Shimoga	India	14408	918119601885	1	2004-08-17 00:00:00
68	NICOLE	PETERSON	NICOLE.PETERSON@sakilacustomer.org	57 Arlington Manor		Madhya Pradesh	Shivapuri	India	48960	990214419142	1	2004-12-14 00:00:00
502	BRETT	CORNWELL	BRETT.CORNWELL@sakilacustomer.org	1197 Sokoto Boulevard		West Bengali	Siliguri (Shiliguri)	India	87687	868602816371	1	2004-09-13 00:00:00
287	BECKY	MILES	BECKY.MILES@sakilacustomer.org	1993 Tabuk Lane		Tamil Nadu	Tambaram	India	64221	648482415405	1	2004-04-09 00:00:00
170	BEATRICE	ARNOLD	BEATRICE.ARNOLD@sakilacustomer.org	1877 Ezhou Lane		Rajasthan	Udaipur	India	63337	264541743403	1	2004-01-27 00:00:00
446	THEODORE	CULP	THEODORE.CULP@sakilacustomer.org	1704 Tambaram Manor		West Bengali	Uluberia	India	2834	39463554936	0	2004-10-07 00:00:00
231	GEORGIA	JACOBS	GEORGIA.JACOBS@sakilacustomer.org	954 Kimchon Place		West Bengali	Uttarpara-Kotrung	India	42420	541327526474	1	2004-11-07 00:00:00
403	MIKE	WAY	MIKE.WAY@sakilacustomer.org	990 Etawah Loop		Tamil Nadu	Valparai	India	79940	206169448769	1	2004-09-21 00:00:00
123	SHANNON	FREEMAN	SHANNON.FREEMAN@sakilacustomer.org	117 Boa Vista Way		Uttar Pradesh	Varanasi (Benares)	India	6804	677976133614	1	2004-06-20 00:00:00
508	MILTON	HOWLAND	MILTON.HOWLAND@sakilacustomer.org	758 Korolev Parkway		Andhra Pradesh	Vijayawada	India	75474	441628280920	1	2004-09-21 00:00:00
12	NANCY	THOMAS	NANCY.THOMAS@sakilacustomer.org	808 Bhopal Manor		Haryana	Yamuna Nagar	India	10672	465887807014	1	2004-11-17 00:00:00
411	NORMAN	CURRIER	NORMAN.CURRIER@sakilacustomer.org	1445 Carmen Parkway		West Java	Cianjur	Indonesia	70809	598912394463	1	2004-10-02 00:00:00
239	MINNIE	ROMERO	MINNIE.ROMERO@sakilacustomer.org	47 Syktyvkar Lane		West Java	Ciomas	Indonesia	22236	63937119031	1	2004-05-02 00:00:00
328	JEFFREY	SPEAR	JEFFREY.SPEAR@sakilacustomer.org	1860 Taguig Loop		West Java	Ciparay	Indonesia	59550	38158430589	1	2004-03-25 00:00:00
203	TARA	RYAN	TARA.RYAN@sakilacustomer.org	1688 Nador Lane		Sulawesi Utara	Gorontalo	Indonesia	61613	652218196731	1	2004-06-09 00:00:00
153	SUZANNE	NICHOLS	SUZANNE.NICHOLS@sakilacustomer.org	456 Escobar Way		Jakarta Raya	Jakarta	Indonesia	36061	719202533520	1	2004-06-16 00:00:00
473	JORGE	OLIVARES	JORGE.OLIVARES@sakilacustomer.org	1078 Stara Zagora Drive		Aceh	Lhokseumawe	Indonesia	69221	932992626595	1	2004-02-29 00:00:00
500	REGINALD	KINDER	REGINALD.KINDER@sakilacustomer.org	519 Brescia Parkway		East Java	Madiun	Indonesia	69504	793996678771	1	2004-10-24 00:00:00
542	LONNIE	TIRADO	LONNIE.TIRADO@sakilacustomer.org	1658 Cuman Loop		Sumatera Selatan	Pangkal Pinang	Indonesia	51309	784907335610	1	2004-08-28 00:00:00
116	VICTORIA	GIBSON	VICTORIA.GIBSON@sakilacustomer.org	544 Malm Parkway		Central Java	Pemalang	Indonesia	63502	386759646229	1	2004-09-14 00:00:00
506	LESLIE	SEWARD	LESLIE.SEWARD@sakilacustomer.org	1152 al-Qatif Lane		Kalimantan Barat	Pontianak	Indonesia	44816	131370665218	1	2004-02-07 00:00:00
372	STEVE	MACKENZIE	STEVE.MACKENZIE@sakilacustomer.org	154 Oshawa Manor		East Java	Probolinggo	Indonesia	72771	440365973660	1	2004-01-06 00:00:00
524	JARED	ELY	JARED.ELY@sakilacustomer.org	1003 Qinhuangdao Street		West Java	Purwakarta	Indonesia	25972	35533115997	1	2004-10-05 00:00:00
450	JAY	ROBB	JAY.ROBB@sakilacustomer.org	1947 Paarl Way		Central Java	Surakarta	Indonesia	23636	834061016202	1	2004-09-27 00:00:00
458	LLOYD	DOWD	LLOYD.DOWD@sakilacustomer.org	935 Aden Boulevard		Central Java	Tegal	Indonesia	64709	335052544020	1	2004-04-27 00:00:00
36	KATHLEEN	ADAMS	KATHLEEN.ADAMS@sakilacustomer.org	334 Munger (Monghyr) Lane		Markazi	Arak	Iran	38145	481183273622	1	2004-10-03 00:00:00
377	HOWARD	FORTNER	HOWARD.FORTNER@sakilacustomer.org	220 Hidalgo Drive		Kermanshah	Kermanshah	Iran	45298	342720754566	1	2004-08-24 00:00:00
368	HARRY	ARCE	HARRY.ARCE@sakilacustomer.org	1922 Miraj Way		Esfahan	Najafabad	Iran	13203	320471479776	0	2004-05-12 00:00:00
459	TOMMY	COLLAZO	TOMMY.COLLAZO@sakilacustomer.org	76 Kermanshah Manor		Esfahan	Qomsheh	Iran	23343	762361821578	1	2004-07-24 00:00:00
185	ROBERTA	HARPER	ROBERTA.HARPER@sakilacustomer.org	927 Barcelona Street		Chaharmahal va Bakht	Shahr-e Kord	Iran	65121	951486492670	1	2004-04-27 00:00:00
449	OSCAR	AQUINO	OSCAR.AQUINO@sakilacustomer.org	956 Nam Dinh Manor		Kerman	Sirjan	Iran	21872	474047727727	1	2004-03-02 00:00:00
279	DIANNE	SHELTON	DIANNE.SHELTON@sakilacustomer.org	600 Bradford Street		East Azerbaidzan	Tabriz	Iran	96204	117592274996	1	2004-12-07 00:00:00
579	DARYL	LARUE	DARYL.LARUE@sakilacustomer.org	1208 Tama Loop		Ninawa	Mosul	Iraq	73605	954786054144	1	2004-12-12 00:00:00
102	CRYSTAL	FORD	CRYSTAL.FORD@sakilacustomer.org	659 Vaduz Drive		Ha Darom	Ashdod	Israel	49708	709935135487	1	2004-07-01 00:00:00
478	LEWIS	LYMAN	LEWIS.LYMAN@sakilacustomer.org	632 Usolje-Sibirskoje Parkway		Ha Darom	Ashqelon	Israel	73085	667648979883	1	2004-11-07 00:00:00
315	KENNETH	GOODEN	KENNETH.GOODEN@sakilacustomer.org	1542 Lubumbashi Boulevard		Tel Aviv	Bat Yam	Israel	62472	508800331065	0	2004-04-30 00:00:00
161	GERALDINE	PERKINS	GERALDINE.PERKINS@sakilacustomer.org	97 Shimoga Avenue		Tel Aviv	Tel Aviv-Jaffa	Israel	44660	177167004331	1	2004-09-18 00:00:00
33	ANNA	HILL	ANNA.HILL@sakilacustomer.org	127 Purnea (Purnia) Manor		Piemonte	Alessandria	Italy	79388	911872220378	1	2004-03-12 00:00:00
439	ALEXANDER	FENNELL	ALEXANDER.FENNELL@sakilacustomer.org	231 Kaliningrad Place		Lombardia	Bergamo	Italy	57833	575081026569	1	2004-02-16 00:00:00
309	CHRISTOPHER	GRECO	CHRISTOPHER.GRECO@sakilacustomer.org	1224 Huejutla de Reyes Boulevard		Lombardia	Brescia	Italy	70923	806016930576	1	2004-01-14 00:00:00
499	MARC	OUTLAW	MARC.OUTLAW@sakilacustomer.org	1 Valle de Santiago Avenue		Apulia	Brindisi	Italy	86208	465897838272	1	2004-08-11 00:00:00
541	DARREN	WINDHAM	DARREN.WINDHAM@sakilacustomer.org	379 Lublin Parkway		Toscana	Livorno	Italy	74568	921960450089	1	2004-05-05 00:00:00
221	BESSIE	MORRISON	BESSIE.MORRISON@sakilacustomer.org	1926 Gingoog Street		Sisilia	Syrakusa	Italy	22824	469738825391	1	2004-03-22 00:00:00
525	ADRIAN	CLARY	ADRIAN.CLARY@sakilacustomer.org	1986 Sivas Place		Friuli-Venezia Giuli	Udine	Italy	95775	182059202712	1	2004-10-12 00:00:00
574	JULIAN	VEST	JULIAN.VEST@sakilacustomer.org	923 Tangail Boulevard		Tokyo-to	Akishima	Japan	33384	315528269898	1	2004-11-23 00:00:00
141	DEBBIE	REYES	DEBBIE.REYES@sakilacustomer.org	928 Jaffna Loop		Hiroshima	Fukuyama	Japan	93762	581852137991	1	2004-07-03 00:00:00
264	GWENDOLYN	MAY	GWENDOLYN.MAY@sakilacustomer.org	446 Kirovo-Tepetsk Lane		Osaka	Higashiosaka	Japan	19428	303967439816	1	2004-09-01 00:00:00
194	KRISTEN	CHAVEZ	KRISTEN.CHAVEZ@sakilacustomer.org	345 Oshawa Boulevard		Tokyo-to	Hino	Japan	32114	104491201771	1	2004-10-15 00:00:00
299	JAMES	GANNON	JAMES.GANNON@sakilacustomer.org	1635 Kuwana Boulevard		Hiroshima	Hiroshima	Japan	52137	710603868323	1	2004-11-03 00:00:00
519	RON	DELUCA	RON.DELUCA@sakilacustomer.org	1949 Sanya Street		Gumma	Isesaki	Japan	61244	132100972047	1	2004-05-21 00:00:00
240	MARLENE	WELCH	MARLENE.WELCH@sakilacustomer.org	1148 Saarbrcken Parkway		Fukushima	Iwaki	Japan	1921	137773001988	1	2004-10-13 00:00:00
54	TERESA	ROGERS	TERESA.ROGERS@sakilacustomer.org	1964 Allappuzha (Alleppey) Street		Yamaguchi	Iwakuni	Japan	48980	920811325222	1	2004-11-12 00:00:00
396	EARL	SHANKS	EARL.SHANKS@sakilacustomer.org	168 Cianjur Manor		Saitama	Iwatsuki	Japan	73824	679095087143	1	2004-12-15 00:00:00
391	CLARENCE	GAMEZ	CLARENCE.GAMEZ@sakilacustomer.org	767 Pyongyang Drive		Osaka	Izumisano	Japan	83536	667736124769	1	2004-03-20 00:00:00
163	CATHY	SPENCER	CATHY.SPENCER@sakilacustomer.org	1287 Xiangfan Boulevard		Gifu	Kakamigahara	Japan	57844	819416131190	1	2004-07-25 00:00:00
79	RACHEL	BARNES	RACHEL.BARNES@sakilacustomer.org	586 Tete Way		Kanagawa	Kamakura	Japan	1079	18581624103	1	2004-11-28 00:00:00
547	KURT	EMMONS	KURT.EMMONS@sakilacustomer.org	1421 Quilmes Lane		Ishikawa	Kanazawa	Japan	19151	135407755975	1	2004-02-28 00:00:00
401	TONY	CARRANZA	TONY.CARRANZA@sakilacustomer.org	454 Patiala Lane		Fukushima	Koriyama	Japan	13496	794553031307	1	2004-09-19 00:00:00
34	REBECCA	SCOTT	REBECCA.SCOTT@sakilacustomer.org	61 Tama Street		Okayama	Kurashiki	Japan	94065	708403338270	1	2004-01-12 00:00:00
531	JAMIE	WAUGH	JAMIE.WAUGH@sakilacustomer.org	958 Sagamihara Lane		Mie	Kuwana	Japan	88408	427274926505	1	2004-12-01 00:00:00
355	TERRY	GRISSOM	TERRY.GRISSOM@sakilacustomer.org	619 Hunuco Avenue		Shimane	Matsue	Japan	81508	142596392389	1	2004-10-30 00:00:00
253	TERRY	CARLSON	TERRY.CARLSON@sakilacustomer.org	752 Ondo Loop		Miyazaki	Miyakonojo	Japan	32474	134673576619	1	2004-09-28 00:00:00
53	HEATHER	MORRIS	HEATHER.MORRIS@sakilacustomer.org	17 Kabul Boulevard		Chiba	Nagareyama	Japan	38594	697760867968	1	2004-02-01 00:00:00
489	RICARDO	MEADOR	RICARDO.MEADOR@sakilacustomer.org	591 Sungai Petani Drive		Okayama	Okayama	Japan	46400	37247325001	1	2004-06-26 00:00:00
365	BRUCE	SCHWARZ	BRUCE.SCHWARZ@sakilacustomer.org	1565 Tangail Manor		Okinawa	Okinawa	Japan	45750	634445428822	1	2004-09-07 00:00:00
404	STANLEY	SCROGGINS	STANLEY.SCROGGINS@sakilacustomer.org	1266 Laredo Parkway		Saitama	Omiya	Japan	7664	1483365694	1	2004-06-26 00:00:00
337	JERRY	JORDON	JERRY.JORDON@sakilacustomer.org	124 al-Manama Way		Hiroshima	Onomichi	Japan	52368	647899404952	1	2004-05-31 00:00:00
285	MIRIAM	MCKINNEY	MIRIAM.MCKINNEY@sakilacustomer.org	1336 Benin City Drive		Shiga	Otsu	Japan	46044	341242939532	1	2004-06-23 00:00:00
11	LISA	ANDERSON	LISA.ANDERSON@sakilacustomer.org	1542 Tarlac Parkway		Kanagawa	Sagamihara	Japan	1027	635297277345	1	2004-02-17 00:00:00
29	ANGELA	HERNANDEZ	ANGELA.HERNANDEZ@sakilacustomer.org	786 Aurora Avenue		Yamaguchi	Shimonoseki	Japan	65750	18461860151	1	2004-06-06 00:00:00
385	PHILLIP	HOLM	PHILLIP.HOLM@sakilacustomer.org	102 Chapra Drive		Ibaragi	Tama	Japan	14073	776031833752	1	2004-12-02 00:00:00
429	FREDERICK	ISBELL	FREDERICK.ISBELL@sakilacustomer.org	1404 Taguig Drive		Okayama	Tsuyama	Japan	87212	572068624538	1	2004-09-04 00:00:00
503	ANGEL	BARCLAY	ANGEL.BARCLAY@sakilacustomer.org	496 Celaya Drive		Nagano	Ueda	Japan	90797	759586584889	1	2004-10-28 00:00:00
147	JOANNE	ROBERTSON	JOANNE.ROBERTSON@sakilacustomer.org	1337 Lincoln Parkway		Saitama	Urawa	Japan	99457	597815221267	1	2004-03-17 00:00:00
76	IRENE	PRICE	IRENE.PRICE@sakilacustomer.org	602 Paarl Street		Pavlodar	Pavlodar	Kazakstan	98889	896314772871	1	2004-12-20 00:00:00
573	BYRON	BOX	BYRON.BOX@sakilacustomer.org	521 San Juan Bautista Tuxtepec Place		Qaraghandy	Zhezqazghan	Kazakstan	95093	844018348565	1	2004-11-20 00:00:00
193	KATIE	ELLIOTT	KATIE.ELLIOTT@sakilacustomer.org	447 Surakarta Loop		Nyanza	Kisumu	Kenya	10428	940830176580	1	2004-11-16 00:00:00
363	ROY	WHITING	ROY.WHITING@sakilacustomer.org	1658 Jastrzebie-Zdrj Loop		Central	Nyeri	Kenya	96584	568367775448	1	2004-10-05 00:00:00
234	CLAUDIA	FULLER	CLAUDIA.FULLER@sakilacustomer.org	346 Skikda Parkway		Hawalli	Jalib al-Shuyukh	Kuwait	90628	630424482919	1	2004-04-22 00:00:00
347	RYAN	SALISBURY	RYAN.SALISBURY@sakilacustomer.org	1673 Tangail Drive		Daugavpils	Daugavpils	Latvia	26857	627924259271	1	2004-05-02 00:00:00
23	SARAH	LEWIS	SARAH.LEWIS@sakilacustomer.org	1780 Hino Boulevard		Liepaja	Liepaja	Latvia	7716	902731229323	1	2004-07-31 00:00:00
57	EVELYN	MORGAN	EVELYN.MORGAN@sakilacustomer.org	943 Tokat Street		Vaduz	Vaduz	Liechtenstein	45428	889318963672	1	2004-06-20 00:00:00
557	FELIX	GAFFNEY	FELIX.GAFFNEY@sakilacustomer.org	1059 Yuncheng Avenue		Vilna	Vilnius	Lithuania	47498	107092893983	1	2004-03-03 00:00:00
81	ANDREA	HENDERSON	ANDREA.HENDERSON@sakilacustomer.org	320 Baiyin Parkway		Mahajanga	Mahajanga	Madagascar	37307	223664661973	1	2004-07-08 00:00:00
166	LYNN	PAYNE	LYNN.PAYNE@sakilacustomer.org	710 San Felipe del Progreso Avenue		Lilongwe	Lilongwe	Malawi	76901	843801144113	1	2004-07-19 00:00:00
171	DOLORES	WAGNER	DOLORES.WAGNER@sakilacustomer.org	316 Uruapan Street		Perak	Ipoh	Malaysia	58194	275788967899	1	2004-05-11 00:00:00
58	JEAN	BELL	JEAN.BELL@sakilacustomer.org	1114 Liepaja Street		Sarawak	Kuching	Malaysia	69226	212869228936	1	2004-02-23 00:00:00
306	CHARLES	KOWALSKI	CHARLES.KOWALSKI@sakilacustomer.org	715 So Bernardo do Campo Lane		Kedah	Sungai Petani	Malaysia	84804	181179321332	1	2004-05-18 00:00:00
486	GLEN	TALBERT	GLEN.TALBERT@sakilacustomer.org	1789 Saint-Denis Parkway		Coahuila de Zaragoza	Acua	Mexico	8268	936806643983	1	2004-01-22 00:00:00
414	VINCENT	RALSTON	VINCENT.RALSTON@sakilacustomer.org	397 Sunnyvale Avenue		Guanajuato	Allende	Mexico	55566	680851640676	1	2004-12-04 00:00:00
